country_name,indicator_name,sex,age_group,age_categories,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024,Average_per_years,region,sub_region,economic_level,standard_deviation
Georgia,Unemployment rate by sex and age,Male,25+,Adults,16.987,16.599,17.817,13.603,12.426,10.983,11.059,11.277,11.18,11.216,11.387,13.13945455,Asia,Western Asia,Upper-middle income,2.69133693
Georgia,Unemployment rate by sex and age,Male,Under 15,Children,19.93,18.731,19.994,14.991,13.939,12.813,13.07,13.184,12.949,13.015,13.256,15.07927273,Asia,Western Asia,Upper-middle income,2.953236533
Germany,Unemployment rate by sex and age,Female,15-24,Youth,7.039,6.46,6.095,5.776,5.11,4.767,6.671,6.544,5.496,5.219,5.472,5.877181818,Europe,Western Europe,High income,0.73387476
Germany,Unemployment rate by sex and age,Female,25+,Adults,4.354,3.968,3.484,3.047,2.673,2.517,3.085,2.881,2.622,2.509,2.595,3.066818182,Europe,Western Europe,High income,0.621875199
Germany,Unemployment rate by sex and age,Female,Under 15,Children,4.631,4.218,3.74,3.317,2.91,2.734,3.444,3.24,2.905,2.775,2.871,3.344090909,Europe,Western Europe,High income,0.624441583
Germany,Unemployment rate by sex and age,Male,15-24,Youth,8.323,7.861,7.836,7.611,7.085,6.596,7.526,7.437,6.34,6.649,6.975,7.294454545,Europe,Western Europe,High income,0.617060834
Germany,Unemployment rate by sex and age,Male,25+,Adults,4.925,4.643,4.076,3.744,3.421,3.142,3.847,3.589,3,2.818,3.002,3.655181818,Europe,Western Europe,High income,0.684788554
Germany,Unemployment rate by sex and age,Male,Under 15,Children,5.281,4.968,4.45,4.128,3.79,3.495,4.225,3.99,3.346,3.209,3.398,4.025454545,Europe,Western Europe,High income,0.674936495
Ghana,Unemployment rate by sex and age,Female,15-24,Youth,9.309,13.7,10.24,6.155,6.024,5.928,6.647,6.535,6.42,6.477,6.499,7.630363636,Africa,Sub-Saharan Africa,Lower-middle income,2.45694299
Ghana,Unemployment rate by sex and age,Female,25+,Adults,3.215,4.918,4.076,2.887,2.785,2.711,2.796,2.999,3.052,3.074,3.084,3.236090909,Africa,Sub-Saharan Africa,Lower-middle income,0.668503172
Ghana,Unemployment rate by sex and age,Female,Under 15,Children,4.396,6.58,5.228,3.491,3.376,3.293,3.486,3.629,3.647,3.674,3.685,4.044090909,Africa,Sub-Saharan Africa,Lower-middle income,1.008963275
Ghana,Unemployment rate by sex and age,Male,15-24,Youth,9.38,14.789,10.991,6.487,6.339,6.232,6.792,6.784,6.762,6.856,6.921,8.030272727,Africa,Sub-Saharan Africa,Lower-middle income,2.684182859
Ghana,Unemployment rate by sex and age,Male,25+,Adults,3.118,5.105,3.994,2.493,2.395,2.325,2.573,2.736,2.645,2.683,2.698,2.978636364,Africa,Sub-Saharan Africa,Lower-middle income,0.841213798
Ghana,Unemployment rate by sex and age,Male,Under 15,Children,4.378,7.019,5.357,3.26,3.142,3.057,3.359,3.49,3.399,3.448,3.471,3.943636364,Africa,Sub-Saharan Africa,Lower-middle income,1.218748889
Greece,Unemployment rate by sex and age,Female,15-24,Youth,58.952,55.132,50.732,48.471,44.472,37.335,38.538,41.06,39.092,29.63,26.671,42.735,Europe,Southern Europe,High income,10.04585773
Greece,Unemployment rate by sex and age,Female,25+,Adults,28.475,27.33,26.657,24.553,22.901,20.286,18.256,17.699,15.042,13.14,11.78,20.55627273,Europe,Southern Europe,High income,5.858665788
Greece,Unemployment rate by sex and age,Female,Under 15,Children,30.523,29.033,28.052,26.013,24.081,21.208,19.274,18.841,16.356,14.106,12.633,21.82909091,Europe,Southern Europe,High income,6.154616356
Greece,Unemployment rate by sex and age,Male,15-24,Youth,47.591,45.281,44.268,38.97,36.461,32.581,30.02,30.932,25.045,21.858,19.8,33.89154545,Europe,Southern Europe,High income,9.510851038
Greece,Unemployment rate by sex and age,Male,25+,Adults,22.08,20.221,18.336,16.412,14.02,12.649,12.277,10.175,8.291,7.24,6.597,13.48163636,Europe,Southern Europe,High income,5.274180662
Greece,Unemployment rate by sex and age,Male,Under 15,Children,23.74,21.743,19.855,17.718,15.282,13.705,13.207,11.267,9.255,8.124,7.371,14.66063636,Europe,Southern Europe,High income,5.558237873
Guatemala,Unemployment rate by sex and age,Female,15-24,Youth,8.302,9.772,8.103,7.969,6.706,5.575,6.577,5.409,10.17,10.191,10.066,8.076363636,Americas,Latin America and the Caribbean,Upper-middle income,1.823447848
Guatemala,Unemployment rate by sex and age,Female,25+,Adults,1.578,1.273,1.72,2.004,1.389,1.977,2.602,2.015,2.861,3.105,3.155,2.152636364,Americas,Latin America and the Caribbean,Upper-middle income,0.675396369
Guatemala,Unemployment rate by sex and age,Female,Under 15,Children,3.395,3.559,3.473,3.53,2.817,2.937,3.622,2.881,4.659,4.816,4.791,3.68,Americas,Latin America and the Caribbean,Upper-middle income,0.747198501
Guatemala,Unemployment rate by sex and age,Male,15-24,Youth,4.55,3.847,4.447,3.714,3.786,3.975,4.371,3.057,4.438,4.665,4.774,4.147636364,Americas,Latin America and the Caribbean,Upper-middle income,0.517127503
Guatemala,Unemployment rate by sex and age,Male,25+,Adults,1.443,1.209,1.159,1.195,1.305,0.986,1.81,1.343,1.375,1.41,1.374,1.328090909,Americas,Latin America and the Caribbean,Upper-middle income,0.208501057
Guatemala,Unemployment rate by sex and age,Male,Under 15,Children,2.377,2.006,2.134,1.946,2.022,1.837,2.52,1.816,2.206,2.281,2.268,2.128454545,Americas,Latin America and the Caribbean,Upper-middle income,0.224957936
Guinea,Unemployment rate by sex and age,Female,15-24,Youth,7.109,7.462,7.342,7.243,7.356,7.879,9.547,9.123,8.458,8.305,8.238,8.005636364,Africa,Sub-Saharan Africa,Lower-middle income,0.808216341
Guinea,Unemployment rate by sex and age,Female,25+,Adults,4.151,4.371,4.141,3.949,3.948,4.296,4.955,5.088,4.805,4.722,4.687,4.464818182,Africa,Sub-Saharan Africa,Lower-middle income,0.404187535
Guinea,Unemployment rate by sex and age,Female,Under 15,Children,4.87,5.107,4.885,4.696,4.701,5.067,5.937,5.954,5.568,5.461,5.413,5.241727273,Africa,Sub-Saharan Africa,Lower-middle income,0.45595243
Guinea,Unemployment rate by sex and age,Male,15-24,Youth,6.511,6.602,6.29,6.011,5.91,6.126,7.163,6.981,6.494,6.358,6.294,6.430909091,Africa,Sub-Saharan Africa,Lower-middle income,0.382462928
Guinea,Unemployment rate by sex and age,Male,25+,Adults,5.215,5.371,4.946,4.588,4.476,4.777,5.97,5.802,5.321,5.19,5.125,5.161909091,Africa,Sub-Saharan Africa,Lower-middle income,0.461664479
Guinea,Unemployment rate by sex and age,Male,Under 15,Children,5.458,5.595,5.181,4.828,4.709,4.987,6.153,5.981,5.496,5.362,5.295,5.367727273,Africa,Sub-Saharan Africa,Lower-middle income,0.444902482
Guinea-Bissau,Unemployment rate by sex and age,Female,15-24,Youth,4.283,4.193,4.161,4.106,4.167,4.194,4.951,4.811,4.223,4.054,3.994,4.285181818,Africa,Sub-Saharan Africa,Low income,0.306628054
Guinea-Bissau,Unemployment rate by sex and age,Female,25+,Adults,2.46,2.36,2.325,2.267,2.329,2.355,2.54,2.761,2.375,2.285,2.245,2.391090909,Africa,Sub-Saharan Africa,Low income,0.149165314
Guinea-Bissau,Unemployment rate by sex and age,Female,Under 15,Children,2.848,2.748,2.711,2.652,2.712,2.735,3.039,3.179,2.758,2.65,2.604,2.785090909,Africa,Sub-Saharan Africa,Low income,0.175441987
Guinea-Bissau,Unemployment rate by sex and age,Male,15-24,Youth,4.078,3.99,3.958,3.904,3.96,3.981,4.504,4.469,3.981,3.807,3.747,4.034454545,Africa,Sub-Saharan Africa,Low income,0.24117685
Guinea-Bissau,Unemployment rate by sex and age,Male,25+,Adults,3.728,3.557,3.495,3.395,3.497,3.537,4.215,4.293,3.536,3.415,3.355,3.638454545,Africa,Sub-Saharan Africa,Low income,0.320377079
Guinea-Bissau,Unemployment rate by sex and age,Male,Under 15,Children,3.807,3.654,3.598,3.508,3.599,3.635,4.278,4.331,3.633,3.501,3.44,3.725818182,Africa,Sub-Saharan Africa,Low income,0.301970468
Guyana,Unemployment rate by sex and age,Female,15-24,Youth,31.623,32.434,33.117,33.775,34.367,33.308,38.629,36.872,31.727,28.315,26.647,32.80127273,Americas,Latin America and the Caribbean,Upper-middle income,3.390697895
Guyana,Unemployment rate by sex and age,Female,25+,Adults,9.717,9.997,10.21,10.405,10.546,9.343,10.642,10.619,8.619,7.515,6.99,9.509363636,Americas,Latin America and the Caribbean,Upper-middle income,1.277021321
Guyana,Unemployment rate by sex and age,Female,Under 15,Children,15.483,15.858,16.113,16.317,16.494,15.093,17.169,16.495,13.842,12.036,11.127,15.09336364,Americas,Latin America and the Caribbean,Upper-middle income,1.953291748
Guyana,Unemployment rate by sex and age,Male,15-24,Youth,19.56,19.919,20.164,20.37,20.554,22.694,26.314,24.767,21.257,17.713,16.201,20.86481818,Americas,Latin America and the Caribbean,Upper-middle income,2.890245623
Guyana,Unemployment rate by sex and age,Male,25+,Adults,8.553,8.899,9.173,9.423,9.635,9.294,11.187,10.703,8.371,6.739,6.08,8.914272727,Americas,Latin America and the Caribbean,Upper-middle income,1.501500189
Guyana,Unemployment rate by sex and age,Male,Under 15,Children,11.319,11.674,11.933,12.15,12.343,12.46,14.678,13.915,11.265,9.176,8.294,11.74609091,Americas,Latin America and the Caribbean,Upper-middle income,1.824983641
Haiti,Unemployment rate by sex and age,Female,15-24,Youth,42.709,42.79,43.38,43.593,44.009,44.838,50.335,48.794,46.949,47.102,46.794,45.57209091,Americas,Latin America and the Caribbean,Lower-middle income,2.577539309
Haiti,Unemployment rate by sex and age,Female,25+,Adults,11.692,11.673,11.873,11.914,12.036,12.299,13.398,13.747,13.197,13.321,13.208,12.578,Americas,Latin America and the Caribbean,Lower-middle income,0.792755826
Haiti,Unemployment rate by sex and age,Female,Under 15,Children,16.765,16.66,16.815,16.781,16.844,17.073,18.695,18.633,17.945,17.997,17.773,17.45281818,Americas,Latin America and the Caribbean,Lower-middle income,0.777911668
Haiti,Unemployment rate by sex and age,Male,15-24,Youth,26.883,26.836,27.14,27.196,27.369,27.678,30.94,29.998,29.272,29.414,29.156,28.35290909,Americas,Latin America and the Caribbean,Lower-middle income,1.439089049
Haiti,Unemployment rate by sex and age,Male,25+,Adults,7.765,7.722,7.838,7.842,7.899,8.016,9.244,9.33,8.651,8.772,8.628,8.337,Americas,Latin America and the Caribbean,Lower-middle income,0.60626067
Haiti,Unemployment rate by sex and age,Male,Under 15,Children,11.114,11.036,11.153,11.128,11.177,11.348,12.843,12.69,11.951,12.033,11.827,11.66363636,Americas,Latin America and the Caribbean,Lower-middle income,0.653463124
Honduras,Unemployment rate by sex and age,Female,15-24,Youth,17.595,19.484,20.879,17.149,15.793,16.254,26.169,21.358,19.253,18.999,18.983,19.26509091,Americas,Latin America and the Caribbean,Lower-middle income,2.885073776
Honduras,Unemployment rate by sex and age,Female,25+,Adults,6.842,5.433,5.164,4.998,4.431,5.177,9.456,7.425,6.547,6.438,6.451,6.214727273,Americas,Latin America and the Caribbean,Lower-middle income,1.415424748
Honduras,Unemployment rate by sex and age,Female,Under 15,Children,9.419,9.008,9.068,8.058,7.215,7.782,13.937,10.785,9.526,9.282,9.192,9.388363636,Americas,Latin America and the Caribbean,Lower-middle income,1.789735471
Honduras,Unemployment rate by sex and age,Male,15-24,Youth,9.289,6.844,8.48,7.63,7.683,7.638,11.031,10.214,8.45,8.255,8.247,8.523727273,Americas,Latin America and the Caribbean,Lower-middle income,1.224613742
Honduras,Unemployment rate by sex and age,Male,25+,Adults,4.355,3.618,4.226,2.812,3.473,3.003,7.656,5.238,4.245,4.065,3.977,4.242545455,Americas,Latin America and the Caribbean,Lower-middle income,1.316159364
Honduras,Unemployment rate by sex and age,Male,Under 15,Children,5.784,4.535,5.412,4.147,4.662,4.279,8.576,6.566,5.344,5.147,5.061,5.410272727,Americas,Latin America and the Caribbean,Lower-middle income,1.260736141
Hungary,Unemployment rate by sex and age,Female,15-24,Youth,20.905,15.92,12.856,12.036,10.681,10.596,13.985,15.485,9.484,10.924,11.283,13.105,Europe,Eastern Europe,High income,3.313106246
Hungary,Unemployment rate by sex and age,Female,25+,Adults,6.924,6.345,4.506,4.018,3.52,3.015,3.845,3.52,3.091,3.541,3.591,4.174181818,Europe,Eastern Europe,High income,1.289601552
Hungary,Unemployment rate by sex and age,Female,Under 15,Children,7.915,7.038,5.105,4.577,3.99,3.497,4.482,4.243,3.482,3.993,4.046,4.760727273,Europe,Eastern Europe,High income,1.433869875
Hungary,Unemployment rate by sex and age,Male,15-24,Youth,19.962,18.227,12.904,9.706,9.797,11.918,11.86,11.977,11.266,13.919,14.345,13.26190909,Europe,Eastern Europe,High income,3.245496401
Hungary,Unemployment rate by sex and age,Male,25+,Adults,6.493,5.605,4.429,3.311,2.946,2.652,3.466,3.281,3.162,3.412,3.329,3.826,Europe,Eastern Europe,High income,1.197713071
Hungary,Unemployment rate by sex and age,Male,Under 15,Children,7.575,6.618,5.115,3.816,3.48,3.357,4.062,3.882,3.722,4.177,4.11,4.537636364,Europe,Eastern Europe,High income,1.362144579
Iceland,Unemployment rate by sex and age,Female,15-24,Youth,6.516,6.62,6.166,6.792,5.429,5.49,8.864,10.719,5.517,5.243,6.043,6.672636364,Europe,Northern Europe,High income,1.679119547
Iceland,Unemployment rate by sex and age,Female,25+,Adults,4.379,3.433,2.292,1.749,1.859,2.57,4.528,5.447,2.944,1.784,1.921,2.991454545,Europe,Northern Europe,High income,1.28879784
Iceland,Unemployment rate by sex and age,Female,Under 15,Children,4.789,4.054,3.049,2.719,2.533,3.114,5.29,6.366,3.391,2.381,2.622,3.664363636,Europe,Northern Europe,High income,1.30467224
Iceland,Unemployment rate by sex and age,Male,15-24,Youth,12.543,10.559,6.508,8.299,6.338,11.447,10.912,12.993,11.368,7.901,7.394,9.660181818,Europe,Northern Europe,High income,2.428144593
Iceland,Unemployment rate by sex and age,Male,25+,Adults,3.353,2.49,2.141,1.588,2.146,2.431,4.745,4.489,2.846,2.907,2.753,2.899,Europe,Northern Europe,High income,0.970191734
Iceland,Unemployment rate by sex and age,Male,Under 15,Children,4.999,3.914,2.919,2.759,2.842,3.845,5.64,5.745,4.132,3.621,3.412,3.984363636,Europe,Northern Europe,High income,1.063850203
India,Unemployment rate by sex and age,Female,15-24,Youth,21.32,22.231,23.214,24.275,25.415,23.135,24.865,19.968,18.869,16.59,17.224,21.55509091,Asia,Southern Asia,Lower-middle income,3.035736038
India,Unemployment rate by sex and age,Female,25+,Adults,5.581,5.434,5.301,5.181,5.071,3.69,4.333,3.597,2.796,2.36,2.28,4.147636364,Asia,Southern Asia,Lower-middle income,1.265605489
India,Unemployment rate by sex and age,Female,Under 15,Children,8.106,8.006,7.907,7.812,7.717,6.075,6.751,5.39,4.586,3.935,3.831,6.374181818,Asia,Southern Asia,Lower-middle income,1.694022716
India,Unemployment rate by sex and age,Male,15-24,Youth,22.529,23.35,24.215,25.127,26.088,22.777,24.513,21.105,17.535,18.422,19.53,22.29009091,Asia,Southern Asia,Lower-middle income,2.81303912
India,Unemployment rate by sex and age,Male,25+,Adults,4.994,4.803,4.62,4.446,4.28,3.819,5.431,4.299,2.845,2.828,2.765,4.102727273,Asia,Southern Asia,Lower-middle income,0.92634962
India,Unemployment rate by sex and age,Male,Under 15,Children,7.933,7.853,7.775,7.7,7.627,6.656,8.229,6.717,4.905,4.963,4.983,6.849181818,Asia,Southern Asia,Lower-middle income,1.309472934
Indonesia,Unemployment rate by sex and age,Female,15-24,Youth,16.53,17.342,16.113,14.37,16.543,13.275,14.355,12.68,13.617,12.935,12.766,14.59327273,Asia,South-Eastern Asia,Upper-middle income,1.73102294
Indonesia,Unemployment rate by sex and age,Female,25+,Adults,1.453,1.923,1.539,1.423,1.906,1.474,1.821,1.425,1.28,1.24,1.222,1.518727273,Asia,South-Eastern Asia,Upper-middle income,0.255380536
Indonesia,Unemployment rate by sex and age,Female,Under 15,Children,3.882,4.423,3.869,3.48,4.183,3.348,3.766,3.152,3.15,2.996,2.942,3.562818182,Asia,South-Eastern Asia,Upper-middle income,0.496018108
Indonesia,Unemployment rate by sex and age,Male,15-24,Youth,15.736,17.231,15.963,14.704,16.329,13.802,15.053,14.617,14.349,13.488,13.329,14.96372727,Asia,South-Eastern Asia,Upper-middle income,1.239866855
Indonesia,Unemployment rate by sex and age,Male,25+,Adults,1.986,2.207,2.454,2.016,2.335,1.944,2.713,2.551,1.9,1.805,1.755,2.151454545,Asia,South-Eastern Asia,Upper-middle income,0.321321448
Indonesia,Unemployment rate by sex and age,Male,Under 15,Children,4.153,4.563,4.568,3.971,4.523,3.748,4.565,4.272,3.66,3.459,3.388,4.079090909,Asia,South-Eastern Asia,Upper-middle income,0.4591406
"Iran, Islamic Republic of",Unemployment rate by sex and age,Female,15-24,Youth,43.209,42.153,43.464,42.826,39.43,38.237,35.413,36.376,35.099,35.007,35.056,38.75181818,Asia,Southern Asia,Upper-middle income,3.588608723
"Iran, Islamic Republic of",Unemployment rate by sex and age,Female,25+,Adults,15.838,15.917,17.317,16.419,16.095,14.884,13.498,13.66,13.407,13.298,13.206,14.86718182,Asia,Southern Asia,Upper-middle income,1.50492889
"Iran, Islamic Republic of",Unemployment rate by sex and age,Female,Under 15,Children,19.858,19.599,20.862,19.95,18.996,17.58,15.693,16.029,15.46,15.355,15.292,17.69763636,Asia,Southern Asia,Upper-middle income,2.19438471
"Iran, Islamic Republic of",Unemployment rate by sex and age,Male,15-24,Youth,21.22,22.196,25.304,24.059,24.193,22.641,21.156,20.871,20.227,19.928,19.817,21.96472727,Asia,Southern Asia,Upper-middle income,1.876121963
"Iran, Islamic Republic of",Unemployment rate by sex and age,Male,25+,Adults,7.092,7.653,8.741,8.563,8.881,7.591,7.196,6.723,6.359,6.204,6.133,7.376,Asia,Southern Asia,Upper-middle income,1.007599127
"Iran, Islamic Republic of",Unemployment rate by sex and age,Male,Under 15,Children,8.954,9.438,10.722,10.346,10.53,9.116,8.483,7.98,7.544,7.397,7.339,8.895363636,Asia,Southern Asia,Upper-middle income,1.26336988
Iraq,Unemployment rate by sex and age,Female,15-24,Youth,45.662,41.572,37.45,62.521,61.136,60.376,65.09,62.128,60.859,62.942,64.063,56.709,Asia,Western Asia,Upper-middle income,9.993294992
Iraq,Unemployment rate by sex and age,Female,25+,Adults,17.175,17.919,18.376,25.492,23.766,22.181,21.24,19.84,21.93,22.892,23.512,21.30209091,Asia,Western Asia,Upper-middle income,2.671819659
Iraq,Unemployment rate by sex and age,Female,Under 15,Children,21.813,22.165,22.125,30.738,29.646,28.717,29.188,28.194,29.458,30.37,30.834,27.568,Asia,Western Asia,Upper-middle income,3.643243116
Iraq,Unemployment rate by sex and age,Male,15-24,Youth,16.773,18.338,19.768,21.561,23.4,25.491,30.241,31.677,27.416,27.744,27.647,24.55054545,Asia,Western Asia,Upper-middle income,4.942356793
Iraq,Unemployment rate by sex and age,Male,25+,Adults,5.46,5.332,5.058,6.831,7.2,7.643,8.975,9.405,9.425,9.447,9.315,7.644636364,Asia,Western Asia,Upper-middle income,1.781807805
Iraq,Unemployment rate by sex and age,Male,Under 15,Children,8.399,8.527,8.454,10.187,10.856,11.626,13.583,14.222,13.096,13.173,13.032,11.37772727,Asia,Western Asia,Upper-middle income,2.2173072
Ireland,Unemployment rate by sex and age,Female,15-24,Youth,19.84,16.349,13.558,12.586,12.595,10.616,15.245,14.5,9.915,10.339,11.056,13.32718182,Europe,Northern Europe,High income,3.013659265
Ireland,Unemployment rate by sex and age,Female,25+,Adults,9.609,7.893,6.717,5.41,4.734,3.846,4.334,4.847,3.749,3.318,3.612,5.279,Europe,Northern Europe,High income,2.001558743
Ireland,Unemployment rate by sex and age,Female,Under 15,Children,10.881,8.913,7.597,6.287,5.691,4.69,5.647,6.142,4.603,4.321,4.666,6.312545455,Europe,Northern Europe,High income,2.058507632
